Type;X;Y
Land_A_Castle_Wall1_20;1494.96;9208.95
Land_A_Castle_Wall1_20;6849.12;11414.7
Land_A_Castle_Wall1_20;6867.61;11508.9
Land_A_Castle_Wall1_20;6886.85;11364.3
Land_A_Castle_Wall1_20;6926.89;11688.7
Land_A_Castle_Wall1_20;6931.59;11342.3
Land_A_Castle_Wall1_20;6934.45;11375.1
Land_A_Castle_Wall1_20_Turn;10323.3;12063
Land_A_Castle_Wall1_20_Turn;11197.6;4222.75
Land_A_Castle_Wall1_20_Turn;11240.7;4315.22
Land_A_Castle_Wall1_20_Turn;11273.8;4327.09
Land_A_Castle_Wall1_20_Turn;6853.25;11494.8
Land_A_Castle_Wall1_20_Turn;6904.32;11355.3
Land_A_Castle_Wall1_20_Turn;6963.27;11694.5
Land_A_Castle_Wall1_20_ruins;11159.7;4259.97
Land_A_Castle_Wall1_20_ruins;11258.9;4384.4
Land_A_Castle_Wall1_20_turn_ruins;10200.5;11991.4
Land_A_Castle_Wall1_20_turn_ruins;10204.6;12029.2
Land_A_Castle_Wall1_20_turn_ruins;11261.3;4298.64
Land_A_Castle_Wall1_Corner;11205.7;4278.04
Land_A_Castle_Wall1_Corner;11266.2;4323.18
Land_A_Castle_Wall1_Corner;1474.74;9154.28
Land_A_Castle_Wall1_Corner;6617.59;5553.07
Land_A_Castle_Wall1_Corner_2;11209.1;4223.71
Land_A_Castle_Wall1_Corner_2;11283.7;4320.95
Land_A_Castle_Wall1_Corner_2;1335.56;9347.61
Land_A_Castle_Wall1_Corner_2;13470.7;3365.9
Land_A_Castle_Wall1_Corner_2;13473;3366.19
Land_A_Castle_Wall1_Corner_2;13498.4;3290.05
Land_A_Castle_Wall1_Corner_2;1414.56;9318.68
Land_A_Castle_Wall1_Corner_2;6615.43;5591.41
Land_A_Castle_Wall1_Corner_2;6895.45;11523.2
Land_A_Castle_Wall1_Corner_2;6973.26;11667.2
Land_A_CraneCon;7129.3;2719.26
Land_A_Crane_02a;10042.8;1775.48
Land_A_Crane_02a;10098.9;1645.38
Land_A_Crane_02a;10141.8;1778.65
Land_A_Crane_02a;10218.4;1622.5
Land_A_Crane_02a;10249.8;1782.22
Land_A_Crane_02a;10968.2;2707.88
Land_A_Crane_02a;13003.7;9787.04
Land_A_Crane_02a;13071.6;9984.37
Land_A_Crane_02a;13079.6;9887.2
Land_A_Crane_02a;13144.9;9856.77
Land_A_Crane_02a;6926.28;2291.95
Land_A_Crane_02a;6983.01;2336.28
Land_A_Crane_02a;7090.34;2511.13
Land_A_Crane_02a;7178.97;2277.98
Land_A_Crane_02b;10038.6;1779.71
Land_A_Crane_02b;10100.2;1647.06
Land_A_Crane_02b;10127.1;1777.6
Land_A_Crane_02b;10220;1631.67
Land_A_Crane_02b;10249.1;1780.23
Land_A_Crane_02b;10966.5;2708.06
Land_A_Crane_02b;13005.3;9787.53
Land_A_Crane_02b;13072.8;9982.06
Land_A_Crane_02b;13083.2;9887.85
Land_A_Crane_02b;13144.9;9856.75
Land_A_Crane_02b;6927.33;2295.45
Land_A_Crane_02b;6977.27;2343.52
Land_A_Crane_02b;7096.52;2502.86
Land_A_Crane_02b;7176.61;2289.92
Land_A_GeneralStore_01;1136.41;2431.27
Land_A_GeneralStore_01;12276.9;9478.28
Land_A_GeneralStore_01;2670.58;5278.95
Land_A_GeneralStore_01;3074.34;12668.9
Land_A_GeneralStore_01;6538.76;2301.59
Land_A_GeneralStore_01a;10419.6;2364.78
Land_A_GeneralStore_01a;10641.2;8016.28
Land_A_GeneralStore_01a;11248.4;12216.3
Land_A_GeneralStore_01a;12031;9161.18
Land_A_GeneralStore_01a;3065.11;7971.38
Land_A_GeneralStore_01a;3811.46;8947.02
Land_A_GeneralStore_01a;6009.4;7811.75
Land_A_MunicipalOffice;6788.78;2479.5
Land_A_Office01;10482.7;2360.75
Land_A_Office01;12744.5;9593.2
Land_A_Office01;3630.9;13029.3
Land_A_Office01;3801.49;8924.71
Land_A_statue02;12013.5;9075.99
Land_A_statue02;6674.1;2378.03
Land_Barn_03_large_F;10250.5;9500.9
Land_Barn_03_large_F;10656.5;7895.2
Land_Barn_03_large_F;11113.4;11966.2
Land_Barn_03_large_F;11345;12535.3
Land_Barn_03_large_F;11754.2;6399.38
Land_Barn_03_large_F;12276;9179.31
Land_Barn_03_large_F;12307.7;9122.48
Land_Barn_03_large_F;12678.2;9613.89
Land_Barn_03_large_F;12710.1;10048.9
Land_Barn_03_large_F;12929.9;6980.58
Land_Barn_03_large_F;13204.3;5433.23
Land_Barn_03_large_F;1382.43;4081.07
Land_Barn_03_large_F;1706.42;5064.25
Land_Barn_03_large_F;1941.24;11984.7
Land_Barn_03_large_F;2258.19;15287
Land_Barn_03_large_F;2400.71;14724.4
Land_Barn_03_large_F;2667.44;5968.13
Land_Barn_03_large_F;2806.04;12168
Land_Barn_03_large_F;2976.19;6749.09
Land_Barn_03_large_F;3229.2;13710.3
Land_Barn_03_large_F;3702.72;8260.23
Land_Barn_03_large_F;4091.24;9136.78
Land_Barn_03_large_F;4626.13;6793.47
Land_Barn_03_large_F;5021.67;13051.1
Land_Barn_03_large_F;5266.54;10566.4
Land_Barn_03_large_F;5312.74;8644.07
Land_Barn_03_large_F;5775.45;8693.96
Land_Barn_03_large_F;6228.26;3799.07
Land_Barn_03_large_F;6461.15;6188.7
Land_Barn_03_large_F;6966.16;7734.08
Land_Barn_03_large_F;7081.56;3147.22
Land_Barn_03_large_F;8053.88;3334.6
Land_Barn_03_large_F;8401.63;12217.5
Land_Barn_03_large_F;9681.31;8931.24
Land_Barn_03_large_F;9723.41;1993.36
Land_Barn_03_large_F;9753.69;8728.15
Land_Barn_03_small_F;1029.74;9965.15
Land_Barn_03_small_F;1146.62;12314
Land_Barn_03_small_F;1408.81;4047.44
Land_Barn_03_small_F;1496.29;10660.4
Land_Barn_03_small_F;1563.44;11954.3
Land_Barn_03_small_F;1574.65;10414.3
Land_Barn_03_small_F;1634.77;9857.8
Land_Barn_03_small_F;1808.3;9146.13
Land_Barn_03_small_F;2013.97;15169.7
Land_Barn_03_small_F;2256.11;10899.7
Land_Barn_03_small_F;2318.31;10250.5
Land_Barn_03_small_F;2584.94;5359.93
Land_Barn_03_small_F;2766.42;12138.6
Land_Barn_03_small_F;3204.49;13723.7
Land_Barn_03_small_F;4206.63;12920.1
Land_Barn_03_small_F;4481.88;13205
Land_Barn_03_small_F;4675.35;12385.5
Land_Barn_03_small_F;5069.96;13055.2
Land_Barn_03_small_F;5348.03;8654.7
Land_Barn_03_small_F;554.817;5393.43
Land_Barn_03_small_F;9187.28;3801.9
Land_Barn_03_small_F;9655.88;13545.9
Land_Barn_04_F;11333.2;6644.22
Land_Barn_04_F;2865.09;9740.52
Land_Barn_04_F;2877.16;12604.2
Land_Barn_04_F;4563.78;4529.31
Land_Barn_04_F;5070.93;13092.7
Land_Barn_04_F;6338.02;7695.27
Land_Barracks_02_F;1667.41;14314.6
Land_Barracks_02_F;3984.6;11780.5
Land_Barracks_02_F;3999.39;11885.3
Land_Barracks_02_F;4024.56;11868.2
Land_Barracks_02_F;4093.72;10744.7
Land_Barracks_02_F;4582.31;9649.1
Land_Barracks_02_F;4585.48;9665.26
Land_Barracks_02_F;4587.43;10619.6
Land_Barracks_02_F;4835.04;10258.5
Land_Barracks_02_F;4847.65;10264.9
Land_Barracks_02_F;5026.61;9993.58
Land_Barracks_02_F;5044.1;9969.65
Land_Barracks_03_F;1635.65;14355
Land_Barracks_03_F;1646.72;14336.5
Land_Barracks_03_F;1683.84;13935.1
Land_Barracks_03_F;1954;3421.56
Land_Barracks_03_F;2096.77;3505.74
Land_Barracks_03_F;2141.93;3383.7
Land_Barracks_03_F;2220.42;3354.89
Land_Barracks_03_F;2512.93;5059.18
Land_Barracks_03_F;2515.72;5098.34
Land_Barracks_03_F;3988.82;11797.9
Land_Barracks_03_F;4020.23;11785.6
Land_Barracks_03_F;4626.71;10491.9
Land_Barracks_03_F;4663.11;9595.98
Land_Barracks_04_F;1649.04;13991.4
Land_Barracks_04_F;1671.98;14028
Land_Barracks_04_F;1687.71;14368.4
Land_Barracks_04_F;2501.86;5112.98
Land_Barracks_04_F;2535.28;5078.26
Land_Barracks_04_F;3711.78;5954.56
Land_Barracks_04_F;3986.36;11823.9
Land_Barracks_04_F;4014.25;11806.9
Land_Barracks_04_F;4621.95;9713.61
Land_Barracks_04_F;4631.23;9567.91
Land_Barracks_04_F;4756.57;10271.3
Land_Barracks_04_F;4864.56;10269.4
Land_Barracks_04_F;540.584;11079.1
Land_Barracks_06_F;1390.21;14436
Land_Barracks_06_F;1695.7;14180.5
Land_Barracks_06_F;2464.74;5132.11
Land_Barracks_06_F;3683.86;5980.56
Land_Barracks_06_F;4049.63;11712
Land_Barracks_06_F;4482.56;10816.8
Land_Barracks_06_F;4627.09;9660.26
Land_Barracks_06_F;4713.09;10337.7
Land_Barracks_06_F;500.348;11066.5
Land_Barracks_06_F;5160.69;2323.39
Land_Camp_House_01_brown_F;1070.09;6689.63
Land_Camp_House_01_brown_F;1070.28;6657.46
Land_Camp_House_01_brown_F;1070.31;6667.64
Land_Camp_House_01_brown_F;1070.38;6646.69
Land_Camp_House_01_brown_F;1070.63;6619.97
Land_Camp_House_01_brown_F;1072.76;6608.42
Land_Camp_House_01_brown_F;1075.28;6596.95
Land_Camp_House_01_brown_F;1078.25;6585.34
Land_Camp_House_01_brown_F;1092.34;6673.42
Land_Camp_House_01_brown_F;1092.46;6684.62
Land_Camp_House_01_brown_F;1092.53;6658.89
Land_Camp_House_01_brown_F;1092.61;6647.89
Land_Camp_House_01_brown_F;1099.92;6595.67
Land_Camp_House_01_brown_F;1104.3;6581.25
Land_Camp_House_01_brown_F;7061.87;4277.74
Land_Camp_House_01_brown_F;7081.86;4316.02
Land_Camp_House_01_brown_F;7085.24;4302
Land_Camp_House_01_brown_F;7085.56;4285.99
Land_CastleRuins_01_bastion_F;10166.7;12028.1
Land_CastleRuins_01_bastion_F;11184.1;4261.29
Land_CastleRuins_01_bastion_F;6948.77;11719.3
Land_CementWorks_01_brick_F;10099.1;1818.49
Land_CementWorks_01_brick_F;10446.1;2601.22
Land_CementWorks_01_brick_F;13047.3;10077.2
Land_CementWorks_01_brick_F;6246.4;2180.97
Land_CementWorks_01_brick_F;6468.74;2490.81
Land_CementWorks_01_brick_F;7542.5;3136.59
Land_CementWorks_01_grey_F;10193.6;2031.95
Land_CementWorks_01_grey_F;10383.7;1662.17
Land_CementWorks_01_grey_F;12895.2;9981.74
Land_CementWorks_01_grey_F;13122;7041.87
Land_CementWorks_01_grey_F;6520.64;2734.69
Land_CementWorks_01_grey_F;6729.16;2760.07
Land_CementWorks_01_grey_F;7500.43;3010.56
Land_Church_05R;8338.63;5973.14
Land_ControlTower_02_F;12192.8;12598.9
Land_ControlTower_02_F;4715.91;10216.3
Land_ControlTower_02_F;4718.27;2595.47
Land_Cowshed_01_A_F;10277.2;9515.55
Land_Cowshed_01_A_F;11363.2;12555.4
Land_Cowshed_01_A_F;12230.8;7370.74
Land_Cowshed_01_A_F;12274.7;9108.77
Land_Cowshed_01_A_F;12895;6996.88
Land_Cowshed_01_A_F;12947;8146.55
Land_Cowshed_01_A_F;1346.85;4063.15
Land_Cowshed_01_A_F;1600.29;10410.2
Land_Cowshed_01_A_F;1704.56;5101.46
Land_Cowshed_01_A_F;3014.12;12322.6
Land_Cowshed_01_A_F;3055.97;7680.8
Land_Cowshed_01_A_F;3105.37;9219.3
Land_Cowshed_01_A_F;3175.82;13592.2
Land_Cowshed_01_A_F;3601.82;6964.83
Land_Cowshed_01_A_F;5023.99;13004.6
Land_Cowshed_01_A_F;5024.8;12975.4
Land_Cowshed_01_A_F;5358.05;8618.1
Land_Cowshed_01_A_F;5754;4591.69
Land_Cowshed_01_A_F;580.766;5449.47
Land_Cowshed_01_A_F;5934.96;10135.4
Land_Cowshed_01_A_F;6247.81;3778.32
Land_Cowshed_01_A_F;6259.95;7758.28
Land_Cowshed_01_A_F;6945.24;7708.94
Land_Cowshed_01_A_F;7669.48;5162.82
Land_Cowshed_01_A_F;7972.77;11310.8
Land_Cowshed_01_A_F;8037.65;3382.7
Land_Cowshed_01_A_F;8869.64;11668.8
Land_Cowshed_01_A_F;9713.27;8905.96
Land_Cowshed_01_A_F;9902.42;5430.91
Land_Cowshed_01_B_F;10275.9;9494.28
Land_Cowshed_01_B_F;10277.2;9515.67
Land_Cowshed_01_B_F;11363.2;12555.3
Land_Cowshed_01_B_F;12230.8;7370.7
Land_Cowshed_01_B_F;12254.3;9146.42
Land_Cowshed_01_B_F;12264.5;9127.59
Land_Cowshed_01_B_F;12274.8;9108.77
Land_Cowshed_01_B_F;12895;6996.79
Land_Cowshed_01_B_F;12947;8146.56
Land_Cowshed_01_B_F;1346.83;4063.13
Land_Cowshed_01_B_F;1600.31;10410.3
Land_Cowshed_01_B_F;1704.47;5101.48
Land_Cowshed_01_B_F;3035.44;12328.4
Land_Cowshed_01_B_F;3055.86;7680.69
Land_Cowshed_01_B_F;3093.14;9201.84
Land_Cowshed_01_B_F;3105.44;9219.39
Land_Cowshed_01_B_F;3175.89;13592.2
Land_Cowshed_01_B_F;3601.76;6964.89
Land_Cowshed_01_B_F;3616.74;6949.58
Land_Cowshed_01_B_F;5024.8;12975.4
Land_Cowshed_01_B_F;5024;13004.6
Land_Cowshed_01_B_F;5045.33;13004.1
Land_Cowshed_01_B_F;5046.22;12975.2
Land_Cowshed_01_B_F;5358.12;8618.23
Land_Cowshed_01_B_F;5754.01;4591.79
Land_Cowshed_01_B_F;5934.9;10135.3
Land_Cowshed_01_B_F;5946.57;10153.3
Land_Cowshed_01_B_F;6226.7;3782.1
Land_Cowshed_01_B_F;6247.8;3778.32
Land_Cowshed_01_B_F;6259.95;7758.28
Land_Cowshed_01_B_F;6277.27;7745.7
Land_Cowshed_01_B_F;6920.69;7743.98
Land_Cowshed_01_B_F;6933;7726.43
Land_Cowshed_01_B_F;6945.27;7708.89
Land_Cowshed_01_B_F;7669.39;5162.84
Land_Cowshed_01_B_F;7688.33;5152.8
Land_Cowshed_01_B_F;7707.25;5142.74
Land_Cowshed_01_B_F;7972.91;11310.8
Land_Cowshed_01_B_F;8848.71;11673
Land_Cowshed_01_B_F;8869.72;11668.8
Land_Cowshed_01_B_F;9713.25;8905.93
Land_Cowshed_01_B_F;9719.17;8926.52
Land_Cowshed_01_B_F;9898.72;5409.86
Land_Cowshed_01_B_F;9902.42;5430.99
Land_Cowshed_01_C_F;10275.9;9494.49
Land_Cowshed_01_C_F;11363.3;12555.3
Land_Cowshed_01_C_F;12230.8;7370.67
Land_Cowshed_01_C_F;12254.3;9146.4
Land_Cowshed_01_C_F;12895;6996.71
Land_Cowshed_01_C_F;12947;8146.52
Land_Cowshed_01_C_F;1346.83;4063.17
Land_Cowshed_01_C_F;1600.31;10410.3
Land_Cowshed_01_C_F;1704.44;5101.47
Land_Cowshed_01_C_F;3035.44;12328.4
Land_Cowshed_01_C_F;3055.81;7680.65
Land_Cowshed_01_C_F;3093.15;9201.85
Land_Cowshed_01_C_F;3154.76;13588.6
Land_Cowshed_01_C_F;3616.65;6949.68
Land_Cowshed_01_C_F;5045.58;13004.1
Land_Cowshed_01_C_F;5046.2;12975.3
Land_Cowshed_01_C_F;5358.07;8618.17
Land_Cowshed_01_C_F;5754.02;4591.78
Land_Cowshed_01_C_F;586.312;5459.12
Land_Cowshed_01_C_F;5946.51;10153.3
Land_Cowshed_01_C_F;6226.69;3782.12
Land_Cowshed_01_C_F;6277.26;7745.7
Land_Cowshed_01_C_F;6920.7;7743.99
Land_Cowshed_01_C_F;7707.22;5142.73
Land_Cowshed_01_C_F;7972.92;11310.8
Land_Cowshed_01_C_F;8034.62;3361.47
Land_Cowshed_01_C_F;8848.73;11673.1
Land_Cowshed_01_C_F;9719.17;8926.5
Land_Cowshed_01_C_F;9898.72;5409.92
Land_Crane_F;2957.27;12632.5
Land_DeerStand_02_F;1033.56;12424.5
Land_DeerStand_02_F;10446;12492.4
Land_DeerStand_02_F;10700.8;5836.67
Land_DeerStand_02_F;11205.3;7258.67
Land_DeerStand_02_F;11238.2;5621.25
Land_DeerStand_02_F;11326.5;8054.46
Land_DeerStand_02_F;11338.7;9194.04
Land_DeerStand_02_F;11445.1;5127.35
Land_DeerStand_02_F;11611.1;3735.12
Land_DeerStand_02_F;12290.6;11440.5
Land_DeerStand_02_F;12725.4;5139.28
Land_DeerStand_02_F;1349.99;9859.38
Land_DeerStand_02_F;1460.56;14898.3
Land_DeerStand_02_F;1487.27;8567.04
Land_DeerStand_02_F;1582.25;10646.8
Land_DeerStand_02_F;1656.91;8975.9
Land_DeerStand_02_F;1677.1;4699.01
Land_DeerStand_02_F;1677;4697.77
Land_DeerStand_02_F;1697.23;7953.65
Land_DeerStand_02_F;1740.17;3234.29
Land_DeerStand_02_F;1741.09;3235.07
Land_DeerStand_02_F;1805.66;11432.6
Land_DeerStand_02_F;1917.95;9408.98
Land_DeerStand_02_F;2038.83;3056.11
Land_DeerStand_02_F;2114.02;2633.51
Land_DeerStand_02_F;2272.06;4280.46
Land_DeerStand_02_F;2295.49;8490.49
Land_DeerStand_02_F;2487.05;7676.53
Land_DeerStand_02_F;257.956;4341.45
Land_DeerStand_02_F;2577.31;13904.3
Land_DeerStand_02_F;2626.98;11335.8
Land_DeerStand_02_F;284.874;9767.64
Land_DeerStand_02_F;2966.09;3653.81
Land_DeerStand_02_F;3091.28;3861.29
Land_DeerStand_02_F;3215.37;6285.02
Land_DeerStand_02_F;3227.27;3599.64
Land_DeerStand_02_F;3417.97;10188.2
Land_DeerStand_02_F;3653.85;6261.16
Land_DeerStand_02_F;3818.64;14120.7
Land_DeerStand_02_F;386.813;3859.16
Land_DeerStand_02_F;386.813;3859.16
Land_DeerStand_02_F;3870.86;4433.16
Land_DeerStand_02_F;3965.35;12131
Land_DeerStand_02_F;4079.73;3865.47
Land_DeerStand_02_F;4082.95;6019.38
Land_DeerStand_02_F;4391.8;8057.86
Land_DeerStand_02_F;4838.61;4608.08
Land_DeerStand_02_F;4852.82;13584.8
Land_DeerStand_02_F;4882.92;8148.92
Land_DeerStand_02_F;4924.41;10652.5
Land_DeerStand_02_F;4944.88;6371.51
Land_DeerStand_02_F;5070.67;6277.41
Land_DeerStand_02_F;5332.44;7362.93
Land_DeerStand_02_F;537.498;9312.41
Land_DeerStand_02_F;5468.1;7884.02
Land_DeerStand_02_F;6376.5;6572.32
Land_DeerStand_02_F;6433.83;8472.27
Land_DeerStand_02_F;6693.62;8431.9
Land_DeerStand_02_F;6854.81;8004.35
Land_DeerStand_02_F;7069.72;9941.41
Land_DeerStand_02_F;7237.29;10702.7
Land_DeerStand_02_F;7627.54;11780
Land_DeerStand_02_F;766.972;6009.88
Land_DeerStand_02_F;7699.5;8690.58
Land_DeerStand_02_F;787.192;8676.87
Land_DeerStand_02_F;804.915;10798.1
Land_DeerStand_02_F;8288.44;9720.64
Land_DeerStand_02_F;8334.15;10675.6
Land_DeerStand_02_F;8806.62;10480
Land_DeerStand_02_F;8822.71;8651.63
Land_DeerStand_02_F;8846.96;6459.17
Land_DeerStand_02_F;889.024;4142.66
Land_DeerStand_02_F;9764.21;11710.9
Land_DeerStand_02_F;9905.23;8332.97
Land_DeerStand_02_F;9915.05;9631.95
Land_Factory_02_F;10424.2;1851.24
Land_Factory_02_F;10525.8;2220.15
Land_Factory_02_F;12843.1;9938.37
Land_Factory_02_F;4170.49;8960.31
Land_Factory_02_F;5962.87;10350.3
Land_Factory_02_F;6613.37;2377.69
Land_Factory_02_F;6997.62;2490.71
Land_Factory_02_F;8801.29;11625.4
Land_FeedShack_01_F;1292.2;7990.06
Land_FeedShack_01_F;1370.03;6787.2
Land_FeedShack_01_F;1386.22;15010.9
Land_FeedShack_01_F;149.4;3655.27
Land_FeedShack_01_F;1666.68;4933.92
Land_FeedShack_01_F;176.655;7858.74
Land_FeedShack_01_F;1769.37;8434.57
Land_FeedShack_01_F;1798.47;8053.81
Land_FeedShack_01_F;2392.97;14754.1
Land_FeedShack_01_F;2501.89;11132.3
Land_FeedShack_01_F;271.62;5608.93
Land_FeedShack_01_F;321.942;12537.5
Land_FeedShack_01_F;398.494;4054.39
Land_FeedShack_01_F;398.494;4054.39
Land_FeedShack_01_F;424.498;9849.13
Land_FeedShack_01_F;4389.99;11895.3
Land_FeedShack_01_F;5299.68;13591.6
Land_FeedShack_01_F;576.347;8140.81
Land_FeedShack_01_F;597.471;6746.02
Land_FeedShack_01_F;648.777;2311.85
Land_FeedShack_01_F;797.511;4782.72
Land_FeedShack_01_F;80.9463;4423.61
Land_FeedShack_01_F;808.584;7154.76
Land_FeedShack_01_F;81.1731;10450.5
Land_FeedShack_01_F;819.359;3152.31
Land_FeedShack_01_F;878.563;6185.47
Land_FeedShack_01_F;962.945;6853.9
Land_FuelStation_03_shop_F;10155.3;5318.63
Land_FuelStation_03_shop_F;10442.3;8884.1
Land_FuelStation_03_shop_F;10736.1;10789.9
Land_FuelStation_03_shop_F;1122.08;2417.37
Land_FuelStation_03_shop_F;12978.7;10079.3
Land_FuelStation_03_shop_F;13369.4;6614.04
Land_FuelStation_03_shop_F;2018.11;2231.48
Land_FuelStation_03_shop_F;2701.5;5599.73
Land_FuelStation_03_shop_F;300.68;9399.52
Land_FuelStation_03_shop_F;3005.71;7461.97
Land_FuelStation_03_shop_F;3030.92;12657
Land_FuelStation_03_shop_F;3657.04;8986.89
Land_FuelStation_03_shop_F;4349.83;13085.3
Land_FuelStation_03_shop_F;4726.91;6389.24
Land_FuelStation_03_shop_F;5855.49;2208.33
Land_FuelStation_03_shop_F;5856.6;10109.7
Land_FuelStation_03_shop_F;6695.19;3009.85
Land_FuelStation_03_shop_F;7266.92;7657.36
Land_FuelStation_03_shop_F;9518.35;2003.84
Land_FuelStation_Build_F;2511.26;5261.62
Land_GarageOffice_01_F;1030.64;13910.7
Land_GarageOffice_01_F;1292.47;11524.3
Land_GarageOffice_01_F;1566.47;14036.6
Land_GarageOffice_01_F;2521.52;5137.4
Land_GarageOffice_01_F;4060.95;11599.9
Land_GarageOffice_01_F;4157.69;13106.9
Land_GarageOffice_01_F;4942.97;12969
Land_GarageRow_01_large_F;1284.9;11490.2
Land_GarageRow_01_large_F;1587.35;14053.4
Land_GarageRow_01_large_F;2538.19;5140.44
Land_GarageRow_01_large_F;2563.71;5144.37
Land_GarageRow_01_large_F;4019.86;11615.4
Land_GarageRow_01_large_F;4044.73;11605.9
Land_GarageRow_01_large_F;4146.68;13147.9
Land_GarageRow_01_large_F;4160.1;13122.5
Land_GarageRow_01_large_F;4958.97;12968.8
Land_GarageRow_01_large_F;4959.01;13014.6
Land_GarageRow_01_small_F;2061.72;12151.6
Land_GarageRow_01_small_F;2504.63;5300.47
Land_GarageRow_01_small_F;2520;5299.95
Land_GarageRow_01_small_F;2605.1;5272.4
Land_GarageRow_01_small_F;2605.67;5287.34
Land_GarageRow_01_small_F;2606.33;5302.34
Land_GarageRow_01_small_F;2627.35;5266.06
Land_GarageRow_01_small_F;2627.69;5280.98
Land_GarageRow_01_small_F;2628.02;5296.16
Land_GarageRow_01_small_F;2643.71;5132.21
Land_GarageRow_01_small_F;2681.84;5392.31
Land_GarageRow_01_small_F;2685.03;5407.39
Land_GarageRow_01_small_F;2698.14;12119.9
Land_GarageRow_01_small_F;2707.02;12146.5
Land_GarageRow_01_small_F;2814.52;5328.76
Land_GarageRow_01_small_F;2817.92;5343.73
Land_GarageRow_01_small_F;2970.88;12630.6
Land_GarageRow_01_small_F;2992.9;12655.3
Land_GarageRow_01_small_F;3044.66;12653.6
Land_GarageRow_01_small_F;3329.76;13080.6
Land_GarageRow_01_small_F;3410.04;12994.4
Land_GarageRow_01_small_F;3506.01;13068.2
Land_GarageRow_01_small_F;4062.72;11794.3
Land_GarageRow_01_small_F;5026.67;12782.2
Land_GarageRow_01_small_F;8167.78;11008
Land_GuardBox_01_brown_F;1436.82;13682.6
Land_GuardBox_01_brown_F;1566.57;13584.5
Land_GuardHouse_02_F;10051.5;1965.34
Land_GuardHouse_02_F;10208.3;1803.81
Land_GuardHouse_02_F;10856.6;2771.67
Land_GuardHouse_02_F;11480;7548.82
Land_GuardHouse_02_F;11985.4;9156.39
Land_GuardHouse_02_F;12825.7;9705.76
Land_GuardHouse_02_F;12974.4;9815.53
Land_GuardHouse_02_F;13131.6;10344.6
Land_GuardHouse_02_F;1830.1;13797.2
